wt, sa, sb, sc, d_a, d_b, d_c, d_a_mod, d_b_mod, d_c_mod, d_a_mod_clip, d_b_mod_clip, d_c_mod_clip, d_zero, c, dominant_phase_idx
1.606771160161836409e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.153953418803355557e+00,-5.410096352360468375e-01,-6.129437835673089419e-01,1.000000000000000000e+00,-6.949630540394023948e-01,-7.668972023706644991e-01,1.000000000000000000e+00,-6.949630540394023948e-01,-7.668972023706644991e-01,1.539534188033555573e-01,-7.709770977097711864e-01,0.000000000000000000e+00
1.607399541530691423e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.153927093545997318e+00,-5.403685049590372103e-01,-6.135585885869604406e-01,1.000000000000000000e+00,-6.942955985050345280e-01,-7.674856821329577583e-01,1.000000000000000000e+00,-6.942955985050345280e-01,-7.674856821329577583e-01,1.539270935459973177e-01,-7.669766976697651728e-01,0.000000000000000000e+00
1.620595550276643149e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.153269027148162928e+00,-5.268558709093028591e-01,-6.264131562388601804e-01,1.000000000000000000e+00,-6.801248980574657876e-01,-7.796821833870231089e-01,1.000000000000000000e+00,-6.801248980574657876e-01,-7.796821833870231089e-01,1.532690271481629285e-01,-6.829682968296815204e-01,0.000000000000000000e+00
1.621223931645497940e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.153232680458762927e+00,-5.262101050850765960e-01,-6.270225753736866636e-01,1.000000000000000000e+00,-6.794427855438395225e-01,-7.802552558324495902e-01,1.000000000000000000e+00,-6.794427855438395225e-01,-7.802552558324495902e-01,1.532326804587629265e-01,-6.789678967896772832e-01,0.000000000000000000e+00
1.885144106564532462e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.098118185776061573e+00,-2.398628161463484953e-01,-8.582553696297131607e-01,1.000000000000000000e+00,-3.379810019224100959e-01,-9.563735554057747335e-01,1.000000000000000000e+00,-3.379810019224100959e-01,-9.563735554057747335e-01,9.811818577606157277e-02,9.987998799879971301e-01,0.000000000000000000e+00
2.052921932048775933e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.023077793788195855e+00,-4.787536490877008361e-02,-9.752024288794256535e-01,1.000000000000000000e+00,-7.095315869696594557e-02,-9.982802226676215085e-01,1.000000000000000000e+00,-7.095315869696594557e-02,-9.982802226676215085e-01,2.307779378819585503e-02,-6.930693069307025667e-02,0.000000000000000000e+00
2.053550313417630502e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.022741161131603294e+00,-4.715038712804778265e-02,-9.755907740035554276e-01,1.000000000000000000e+00,-6.989154825965107620e-02,-9.983319351351587212e-01,1.000000000000000000e+00,-6.989154825965107620e-02,-9.983319351351587212e-01,2.274116113160329355e-02,-7.330733073307449388e-02,0.000000000000000000e+00
2.093766721024340693e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000362598697020600e+00,-7.255922571722531666e-04,-9.996370064398483191e-01,1.000000000000000000e+00,-1.088190954192852933e-03,-9.999996051368689187e-01,1.000000000000000000e+00,-1.088190954192852933e-03,-9.999996051368689187e-01,3.625986970205996585e-04,-3.293329332933314646e-01,0.000000000000000000e+00
2.094395102393195707e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,5.127900497022837830e-16,-1.000000000000000666e+00,1.000000000000000666e+00,1.178923864477377609e-15,-1.000000000000000000e+00,1.000000000000000000e+00,1.178923864477377609e-15,-1.000000000000000000e+00,-6.661338147750939243e-16,-3.333333333333357018e-01,2.000000000000000000e+00
2.095023483762050276e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,9.996370064398479860e-01,7.255922571727659942e-04,-1.000362598697020822e+00,9.999996051368688077e-01,1.088190954193587589e-03,-1.000000000000000000e+00,9.999996051368688077e-01,1.088190954193587589e-03,-1.000000000000000000e+00,-3.625986970208217031e-04,-3.373337333733381627e-01,2.000000000000000000e+00
2.199334790991954502e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,9.340230640110134264e-01,1.209516359919532852e-01,-1.054974700002966559e+00,9.889977640139799853e-01,1.759263359949198580e-01,-1.000000000000000000e+00,9.889977640139799853e-01,1.759263359949198580e-01,-1.000000000000000000e+00,-5.497470000296655890e-02,-9.985998599859975400e-01,2.000000000000000000e+00
2.438748092525650168e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,7.463877103769690491e-01,3.898127236485985914e-01,-1.136200434025567585e+00,8.825881444025366340e-01,5.260131576741662318e-01,-1.000000000000000000e+00,8.825881444025366340e-01,5.260131576741662318e-01,-1.000000000000000000e+00,-1.362004340255675849e-01,5.255525552555262436e-01,2.000000000000000000e+00
2.439376473894505182e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,7.458339313506985313e-01,3.904956423777740659e-01,-1.136329573728472431e+00,8.821635050791709620e-01,5.268252161062465522e-01,-1.000000000000000000e+00,8.821635050791709620e-01,5.268252161062465522e-01,-1.000000000000000000e+00,-1.363295737284724307e-01,5.295529552955322572e-01,2.000000000000000000e+00
2.489018602034037464e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,7.011729178573576915e-01,4.439369230101726238e-01,-1.145109840867529982e+00,8.462827587248876737e-01,5.890467638777026060e-01,-1.000000000000000000e+00,8.462827587248876737e-01,5.890467638777026060e-01,-1.000000000000000000e+00,-1.451098408675299822e-01,8.455845584558439043e-01,2.000000000000000000e+00
2.489646983402892477e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,7.005962794096129986e-01,4.446066596001519433e-01,-1.145202939009764664e+00,8.457992184193776630e-01,5.898095986099165522e-01,-1.000000000000000000e+00,8.457992184193776630e-01,5.898095986099165522e-01,-1.000000000000000000e+00,-1.452029390097646644e-01,8.495849584958499179e-01,2.000000000000000000e+00
2.513525475419376765e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,6.784811192337137919e-01,4.699241505210272618e-01,-1.148405269754740887e+00,8.268863889884546792e-01,6.183294202757680935e-01,-1.000000000000000000e+00,8.268863889884546792e-01,6.183294202757680935e-01,-1.000000000000000000e+00,-1.484052697547408872e-01,9.983998399839961735e-01,2.000000000000000000e+00
2.544316162493263977e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,6.493950070102391114e-01,5.021728573451345046e-01,-1.151567864355373505e+00,8.009628713656126164e-01,6.537407217005080096e-01,-1.000000000000000000e+00,8.009628713656126164e-01,6.537407217005080096e-01,-1.000000000000000000e+00,-1.515678643553735050e-01,8.023802380238009846e-01,2.000000000000000000e+00
2.544944543862118991e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,6.487949080676473912e-01,5.028261405578201559e-01,-1.151621048625467436e+00,8.004159566931148273e-01,6.544471891832875921e-01,-1.000000000000000000e+00,8.004159566931148273e-01,6.544471891832875921e-01,-1.000000000000000000e+00,-1.516210486254674361e-01,7.983798379837949710e-01,2.000000000000000000e+00
2.563795984927764060e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,6.306738824171393976e-01,5.223311556697045610e-01,-1.153005038086843737e+00,7.836789205039831341e-01,6.753361937565482975e-01,-1.000000000000000000e+00,7.836789205039831341e-01,6.753361937565482975e-01,-1.000000000000000000e+00,-1.530050380868437365e-01,6.783678367836749601e-01,2.000000000000000000e+00
2.564424366296619073e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,6.300659524170316717e-01,5.229781643520464707e-01,-1.153044116769078142e+00,7.831100691861098140e-01,6.760222811211246130e-01,-1.000000000000000000e+00,7.831100691861098140e-01,6.760222811211246130e-01,-1.000000000000000000e+00,-1.530441167690781423e-01,6.743674367436724992e-01,2.000000000000000000e+00
2.617836782649280547e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,5.775073574069953253e-01,5.771931667238602293e-01,-1.154700524130855221e+00,7.322078815378505467e-01,7.318936908547154507e-01,-1.000000000000000000e+00,7.322078815378505467e-01,7.318936908547154507e-01,-1.000000000000000000e+00,-1.547005241308552215e-01,3.343334333433354288e-01,2.000000000000000000e+00
2.827716159846798583e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,3.565115398311221040e-01,7.728880895901565351e-01,-1.129399629421278473e+00,4.859111692524005766e-01,9.022877190114350077e-01,-1.000000000000000000e+00,4.859111692524005766e-01,9.022877190114350077e-01,-1.000000000000000000e+00,-1.293996294212784726e-01,-9.981998199819983597e-01,2.000000000000000000e+00
3.016858951872106509e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.436568810678661434e-01,9.204023921816152365e-01,-1.064059273249480908e+00,2.077161543173470515e-01,9.844616654310961446e-01,-1.000000000000000000e+00,2.077161543173470515e-01,9.844616654310961446e-01,-1.000000000000000000e+00,-6.405927324948090806e-02,2.059205920592042105e-01,2.000000000000000000e+00
3.017487333240961522e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.429368976959166648e-01,9.208403652103472892e-01,-1.063777262906263399e+00,2.067141606021800637e-01,9.846176281166106881e-01,-1.000000000000000000e+00,2.067141606021800637e-01,9.846176281166106881e-01,-1.000000000000000000e+00,-6.377726290626339889e-02,2.099209920992102241e-01,2.000000000000000000e+00
3.141278462905365831e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,3.627961464931212638e-04,9.998185525688609854e-01,-1.000181348715353691e+00,5.441448618468121105e-04,9.999999012842146762e-01,-1.000000000000000000e+00,5.441448618468121105e-04,9.999999012842146762e-01,-1.000000000000000000e+00,-1.813487153536907925e-04,9.979997999799969932e-01,2.000000000000000000e+00
3.141906844274220845e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-3.627961464933512231e-04,1.000181348715354357e+00,-9.998185525688604303e-01,-5.441448618477080952e-04,1.000000000000000000e+00,-9.999999012842147872e-01,-5.441448618477080952e-04,1.000000000000000000e+00,-9.999999012842147872e-01,1.813487153543569264e-04,9.979997999799969932e-01,1.000000000000000000e+00
3.351786221471738436e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-2.409273566346208650e-01,1.098454223577739475e+00,-8.575268669431180824e-01,-3.393815802123603120e-01,1.000000000000000000e+00,-9.559810905208575571e-01,-3.393815802123603120e-01,1.000000000000000000e+00,-9.559810905208575571e-01,9.845422357773947475e-02,-3.381338133813365232e-01,1.000000000000000000e+00
3.352414602840593449e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-2.416369314351847208e-01,1.098677706623430117e+00,-8.570407751882449521e-01,-3.403146380586148378e-01,1.000000000000000000e+00,-9.557184818116750691e-01,-3.403146380586148378e-01,1.000000000000000000e+00,-9.557184818116750691e-01,9.867770662343011701e-02,-3.421342134213460895e-01,1.000000000000000000e+00
3.441644757217981354e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-3.412948182187201529e-01,1.125968499263235278e+00,-7.846736810445146260e-01,-4.672633174819554314e-01,1.000000000000000000e+00,-9.106421803077499044e-01,-4.672633174819554314e-01,1.000000000000000000e+00,-9.106421803077499044e-01,1.259684992632352785e-01,-9.101910191019122465e-01,1.000000000000000000e+00
3.442273138586836367e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-3.419879244224792170e-01,1.126129133096441581e+00,-7.841412086739618648e-01,-4.681170575189207983e-01,1.000000000000000000e+00,-9.102703417704034461e-01,-4.681170575189207983e-01,1.000000000000000000e+00,-9.102703417704034461e-01,1.261291330964415813e-01,-9.141914191419147073e-01,1.000000000000000000e+00
3.455469147332788094e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-3.565115398311222705e-01,1.129399629421278473e+00,-7.728880895901558690e-01,-4.859111692524007431e-01,1.000000000000000000e+00,-9.022877190114343415e-01,-4.859111692524007431e-01,1.000000000000000000e+00,-9.022877190114343415e-01,1.293996294212784726e-01,-9.981998199819983597e-01,1.000000000000000000e+00
3.472435444291868567e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-3.750931872074472206e-01,1.133315500727932079e+00,-7.582223135204843034e-01,-5.084086879353792998e-01,1.000000000000000000e+00,-8.915378142484163826e-01,-5.084086879353792998e-01,1.000000000000000000e+00,-8.915378142484163826e-01,1.333155007279320792e-01,-8.937893789378925646e-01,1.000000000000000000e+00
3.473063825660723580e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-3.757793557482960178e-01,1.133454274739453149e+00,-7.576749189911566873e-01,-5.092336304877491671e-01,1.000000000000000000e+00,-8.911291937306098365e-01,-5.092336304877491671e-01,1.000000000000000000e+00,-8.911291937306098365e-01,1.334542747394531492e-01,-8.897889788978901038e-01,1.000000000000000000e+00
3.522705953800256307e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-4.294956247725852383e-01,1.142998926700681928e+00,-7.135033019280961897e-01,-5.724945514732671104e-01,1.000000000000000000e+00,-8.565022286287781172e-01,-5.724945514732671104e-01,1.000000000000000000e+00,-8.565022286287781172e-01,1.429989267006819276e-01,-5.737573757375713512e-01,1.000000000000000000e+00
3.523334335169111320e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-4.301690717978499667e-01,1.143101737922374905e+00,-7.129326661245243280e-01,-5.732708097202248165e-01,1.000000000000000000e+00,-8.560344040468992333e-01,-5.732708097202248165e-01,1.000000000000000000e+00,-8.560344040468992333e-01,1.431017379223749053e-01,-5.697569756975688904e-01,1.000000000000000000e+00
3.664720143161451116e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-5.768789190626484320e-01,1.154700410143686184e+00,-5.778214910810374194e-01,-7.315793292063346165e-01,1.000000000000000000e+00,-7.325219012247236039e-01,-7.315793292063346165e-01,1.000000000000000000e+00,-7.325219012247236039e-01,1.547004101436861845e-01,3.303330333033329680e-01,1.000000000000000000e+00
3.665348524530305685e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-5.775073574069949922e-01,1.154700524130855221e+00,-5.771931667238597852e-01,-7.322078815378502137e-01,1.000000000000000000e+00,-7.318936908547150066e-01,-7.322078815378502137e-01,1.000000000000000000e+00,-7.318936908547150066e-01,1.547005241308552215e-01,3.343334333433354288e-01,1.000000000000000000e+00
3.769659831760209912e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-6.784811192337139030e-01,1.148405269754740665e+00,-4.699241505210263181e-01,-8.268863889884545681e-01,1.000000000000000000e+00,-6.183294202757669833e-01,-8.268863889884545681e-01,1.000000000000000000e+00,-6.183294202757669833e-01,1.484052697547406652e-01,9.983998399839961735e-01,1.000000000000000000e+00
3.979539208957727947e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-8.582553696297127166e-01,1.098118185776061351e+00,-2.398628161463482455e-01,-9.563735554057740673e-01,1.000000000000000000e+00,-3.379810019224095963e-01,-9.563735554057740673e-01,1.000000000000000000e+00,-3.379810019224095963e-01,9.811818577606135072e-02,-3.345334533453332426e-01,1.000000000000000000e+00
3.980167590326582960e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-8.587406145106306621e-01,1.097893618548517969e+00,-2.391530040378868627e-01,-9.566342330591486309e-01,1.000000000000000000e+00,-3.370466225864048315e-01,-9.566342330591486309e-01,1.000000000000000000e+00,-3.370466225864048315e-01,9.789361854851796885e-02,-3.385338533853428089e-01,1.000000000000000000e+00
4.081965372081067578e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-9.327415404679492150e-01,1.055857762468839667e+00,-1.231162220008901464e-01,-9.885993029367888818e-01,1.000000000000000000e+00,-1.789739844697298132e-01,-9.885993029367888818e-01,1.000000000000000000e+00,-1.789739844697298132e-01,5.585776246883966678e-02,-9.865986598659901574e-01,1.000000000000000000e+00
4.082593753449922147e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-9.331690835125956429e-01,1.055563825078043250e+00,-1.223947415654471071e-01,-9.887329085906388926e-01,1.000000000000000000e+00,-1.779585666434903568e-01,-9.887329085906388926e-01,1.000000000000000000e+00,-1.779585666434903568e-01,5.556382507804324966e-02,-9.905990599059890656e-01,1.000000000000000000e+00
4.083850516187632174e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-9.340230640110135374e-01,1.054974700002966337e+00,-1.209516359919522582e-01,-9.889977640139798742e-01,1.000000000000000000e+00,-1.759263359949185812e-01,-9.889977640139798742e-01,1.000000000000000000e+00,-1.759263359949185812e-01,5.497470000296633685e-02,-9.985998599860010927e-01,1.000000000000000000e+00
