wt, sa, sb, sc, d_a, d_b, d_c, d_a_mod, d_b_mod, d_c_mod, d_zero, c
5.913068680924082887e-01,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,6.436837475232162209e-01,-1.152054753016592770e+00,5.083710054933762157e-01,8.978692502699044953e-01,-8.978692502699044953e-01,7.625565082400644901e-01,-2.541855027466882744e-01,7.643764376437638397e-01
6.133002160023278693e-01,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,6.646102395045052624e-01,-1.150058091106880953e+00,4.854478516023752466e-01,9.073341653056931078e-01,-9.073341653056931078e-01,7.281717774035630919e-01,-2.427239258011878453e-01,9.043904390439045926e-01
6.139285973711827715e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,6.652034635137598073e-01,-1.149992864628391898e+00,4.847894011146315907e-01,9.075981640710758525e-01,-9.075981640710758525e-01,7.271841016719475803e-01,-2.423947005573160451e-01,9.083908390839088298e-01
6.283813688548441911e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,6.787746475840319427e-01,-1.148367381239590035e+00,4.695927336555576481e-01,9.135710144118109888e-01,-9.135710144118109888e-01,7.043891004833366942e-01,-2.347963668277790461e-01,9.995999599959990434e-01
6.409489962319410150e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,6.904605287232583599e-01,-1.146758924926177592e+00,4.562983962029185658e-01,9.186097268247179759e-01,-9.186097268247179759e-01,6.844475943043781818e-01,-2.281491981014596160e-01,9.195919591959187400e-01
6.415773776007959173e-01,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,6.910419753945625798e-01,-1.146673745404627631e+00,4.556317700100646073e-01,9.188578603995951610e-01,-9.188578603995951610e-01,6.834476550150971885e-01,-2.278158850050325257e-01,9.155915591559153910e-01
6.899627430026188390e-01,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,7.349766469758926002e-01,-1.138758053413901461e+00,4.037814064380083057e-01,9.368673501948969751e-01,-9.368673501948969751e-01,6.056721096570127916e-01,-2.018907032190044304e-01,6.075607560756077774e-01
6.905911243714737413e-01,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,7.355361292125282002e-01,-1.138637672236042508e+00,4.031015430235140307e-01,9.370869007242853543e-01,-9.370869007242853543e-01,6.046523145352711293e-01,-2.015507715117571541e-01,6.035603560356035402e-01
9.413152905445565377e-01,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,9.333827168676898101e-01,-1.055416700074170100e+00,1.220339832064797070e-01,9.943997084709299550e-01,-9.943997084709299550e-01,1.830509748097198519e-01,-6.101699160324014493e-02,-9.925992599259929605e-01
9.419436719134113289e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.338097071379738434e-01,-1.055122137522092718e+00,1.213124303841184720e-01,9.944659223300332807e-01,-9.944659223300332807e-01,1.819686455761779231e-01,-6.065621519205943724e-02,-9.965996599659963096e-01
9.425720532822662312e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.342363286812326306e-01,-1.054827158341183679e+00,1.205908296599505353e-01,9.945317435112082105e-01,-9.945317435112082105e-01,1.808862444899260735e-01,-6.029541482997552437e-02,-9.993999399939985651e-01
9.432004346511210224e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.346625813290088125e-01,-1.054531762647919590e+00,1.198691813189104588e-01,9.945971719884642015e-01,-9.945971719884642015e-01,1.798037719783658339e-01,-5.993459065945538899e-02,-9.953995399539952160e-01
9.438288160199759247e-01,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,9.350884649129911352e-01,-1.054235950558941148e+00,1.191474856459495274e-01,9.946622077359661418e-01,-9.946622077359661418e-01,1.787212284689245201e-01,-5.957374282297500656e-02,-9.913991399139909788e-01
1.088356530856590121e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.022909527948558273e+00,-9.753966495850132645e-01,-4.751287836354513988e-02,9.991530887667857685e-01,-9.991530887667857685e-01,-7.126931754531765084e-02,2.375643918177250402e-02,-7.130713071307059892e-02
1.088984912225444912e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.023245958633905550e+00,-9.750081119059633705e-01,-4.823784672794259598e-02,9.991270352699344048e-01,-9.991270352699344048e-01,-7.235677009191368581e-02,2.411892336397108982e-02,-6.730673067306636170e-02
1.252992449496559191e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.096877702527117693e+00,-8.609200175346226613e-01,-2.359576849924951147e-01,9.788988600308701216e-01,-9.788988600308701216e-01,-3.539365274887426027e-01,1.179788424962475157e-01,9.767976797679764900e-01
1.253620830865413982e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.097104219883593634e+00,-8.604363000432004860e-01,-2.366679198403935369e-01,9.787702599633970602e-01,-9.787702599633970602e-01,-3.550018797605901111e-01,1.183339599201965742e-01,9.807980798079798390e-01
1.256762737709688382e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.098230306792973732e+00,-8.580126200922466584e-01,-2.402176867007272121e-01,9.781214634426101950e-01,-9.781214634426101950e-01,-3.603265300510907210e-01,1.201088433503635367e-01,9.991999199919980867e-01
1.259904644553962560e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.099345552444457974e+00,-8.555804702092261183e-01,-2.437650822352324109e-01,9.774630113268421017e-01,-9.774630113268421017e-01,-3.656476233528483388e-01,1.218825411176159279e-01,9.791979197919786770e-01
1.260533025922817352e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.099567299653110508e+00,-8.550930259521093424e-01,-2.444742737010015543e-01,9.773301628026098697e-01,-9.773301628026098697e-01,-3.667114105515021372e-01,1.222371368505005829e-01,9.751975197519744398e-01
1.542676260538642374e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.154244035591568407e+00,-6.052383782638064424e-01,-5.490056573277622975e-01,8.797412069276874247e-01,-8.797412069276874247e-01,-8.235084859916432798e-01,2.745028286638809822e-01,-8.209820982098214870e-01
1.543304641907497166e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.154264208720816587e+00,-6.046203263760387969e-01,-5.496438823447777899e-01,8.794422675484276919e-01,-8.794422675484276919e-01,-8.244658235171666849e-01,2.748219411723888950e-01,-8.249824982498257242e-01
1.550845218333755327e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.154470733616117295e+00,-5.971851517166318901e-01,-5.572855818994856270e-01,8.758279426663746481e-01,-8.758279426663746481e-01,-8.359283728492283849e-01,2.786427909497427025e-01,-8.729872987298730180e-01
1.551473599702610118e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.154484981096614460e+00,-5.965640152490800929e-01,-5.579209658475343669e-01,8.755244981728472764e-01,-8.755244981728472764e-01,-8.368814487713015504e-01,2.789604829237671835e-01,-8.769876987698772552e-01
1.570953422137110422e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.154700524130855221e+00,-5.771931667238597852e-01,-5.775073574069957694e-01,8.661039407689254954e-01,-8.657897500857895112e-01,-8.661039407689254954e-01,2.885965833619297261e-01,-9.989998999899984966e-01
1.589804863202755714e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.154491933888374566e+00,-5.582385752238281373e-01,-5.962533586645463179e-01,8.753726462764603866e-01,-8.373578628357423170e-01,-8.753726462764603866e-01,2.791192876119141242e-01,-8.789878987898784857e-01
1.590433244571610505e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.154477914338962963e+00,-5.576033013956334106e-01,-5.968746129433296632e-01,8.756762636411463685e-01,-8.364049520934500048e-01,-8.756762636411463685e-01,2.788016506978166498e-01,-8.749874987498742485e-01
1.597973820997868666e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.154274124369788934e+00,-5.499629134812433762e-01,-6.043112108885455580e-01,8.792926676291672461e-01,-8.249443702218650643e-01,-8.792926676291672461e-01,2.749814567406216881e-01,-8.269826982698269546e-01
1.598602202366723457e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.154254179127746527e+00,-5.493247969497838668e-01,-6.049293821779628821e-01,8.795917806528547045e-01,-8.239871954246756891e-01,-8.795917806528547045e-01,2.746623984748918224e-01,-8.229822982298227174e-01
1.881373818351403271e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.099456480315639251e+00,-2.441196900173495665e-01,-8.553367902982899063e-01,9.773966353069645230e-01,-3.661795350260242388e-01,-9.773966353069645230e-01,1.220598450086746722e-01,9.771977197719774466e-01
1.882002199720258284e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.099234516050517030e+00,-2.434104503896514504e-01,-8.558240656608655517e-01,9.775292908556912908e-01,-3.651156755844772173e-01,-9.775292908556912908e-01,1.217052251948257391e-01,9.811981198119834602e-01
1.885144106564532462e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.098118185776061573e+00,-2.398628161463484953e-01,-8.582553696297131607e-01,9.781867777028874222e-01,-3.597942242195226736e-01,-9.781867777028874222e-01,1.199314080731742060e-01,9.987998799879971301e-01
1.887657632039951849e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.097217316115162378e+00,-2.370230022375797441e-01,-8.601943138775827169e-01,9.787058149963725473e-01,-3.555345033563696022e-01,-9.787058149963725473e-01,1.185115011187898304e-01,9.827982798279819576e-01
1.888286013408806641e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.096991015350520460e+00,-2.363128140803462118e-01,-8.606782012701742479e-01,9.788346083103474093e-01,-3.544692211205193177e-01,-9.788346083103474093e-01,1.181564070401731059e-01,9.787978797879777204e-01
2.052921932048775933e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.023077793788195855e+00,-4.787536490877008361e-02,-9.752024288794256535e-01,9.991401113338107542e-01,-7.181304736315519133e-02,-9.991401113338107542e-01,2.393768245438510078e-02,-6.930693069307025667e-02
2.053550313417630502e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.022741161131603294e+00,-4.715038712804778265e-02,-9.755907740035554276e-01,9.991659675675793606e-01,-7.072558069207171560e-02,-9.991659675675793606e-01,2.357519356402393296e-02,-7.330733073307449388e-02
2.198078028254244920e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,9.348755692644878934e-01,1.195083393811106898e-01,-1.054383908645598611e+00,9.946297389550432522e-01,1.792625090716660485e-01,-9.946297389550432522e-01,-5.975416969055535876e-02,-9.933993399339939856e-01
2.198706409623099489e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.344495011275789631e-01,1.202300114237311451e-01,-1.054679512551310205e+00,9.945645068394446398e-01,1.803450171355967524e-01,-9.945645068394446398e-01,-6.011500571186562114e-02,-9.973997399739964465e-01
2.199334790991954502e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.340230640110134264e-01,1.209516359919532852e-01,-1.054974700002966559e+00,9.944988820069899926e-01,1.814274539879298653e-01,-9.944988820069899926e-01,-6.047581799597656627e-02,-9.985998599859975400e-01
2.199963172360809516e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.335962580831755897e-01,1.216732128008336383e-01,-1.055269470884009131e+00,9.944328644835923603e-01,1.825098192012504228e-01,-9.944328644835923603e-01,-6.083660640041677059e-02,-9.945994599459915264e-01
2.200591553729664085e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,9.331690835125958650e-01,1.223947415654476206e-01,-1.055563825078043472e+00,9.943664542953196683e-01,1.835921123481714101e-01,-9.943664542953196683e-01,-6.119737078272380337e-02,-9.905990599059908419e-01
2.450687338533892312e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,7.358157614311114925e-01,4.027615516107601601e-01,-1.138577313041871264e+00,9.371965372364914337e-01,6.041423274161400458e-01,-9.371965372364914337e-01,-2.013807758053798858e-01,6.015601560156031979e-01
2.451315719902746881e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,7.352564243849181169e-01,4.034414946437837601e-01,-1.138697919028701877e+00,9.369771717068100525e-01,6.051622419656756957e-01,-9.369771717068100525e-01,-2.017207473218918801e-01,6.055605560556056588e-01
2.500329466673425038e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,6.907512861529381265e-01,4.559651056119694013e-01,-1.146716391764907250e+00,9.187338389589226884e-01,6.839476584179540186e-01,-9.187338389589226884e-01,-2.279825528059845619e-01,9.175917591759183978e-01
2.500957848042279608e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,6.901697031342250988e-01,4.566316417500153046e-01,-1.146801344884240237e+00,9.184855240092326678e-01,6.849474626250229292e-01,-9.184855240092326678e-01,-2.283158208750075691e-01,9.215921592159226350e-01
2.513525475419376765e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,6.784811192337137919e-01,4.699241505210272618e-01,-1.148405269754740887e+00,9.134431944942273951e-01,7.048862257815408094e-01,-9.134431944942273951e-01,-2.349620752605135476e-01,9.983998399839961735e-01
2.527349865534183060e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,6.654999770339020682e-01,4.844601040699599293e-01,-1.149960081103861720e+00,9.077300290688818940e-01,7.266901561049396996e-01,-9.077300290688818940e-01,-2.422300520349798258e-01,9.103910391039100602e-01
2.527978246903038073e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,6.649068843275350860e-01,4.851186503029385477e-01,-1.150025534630473301e+00,9.074662094790042488e-01,7.276779754544075995e-01,-9.074662094790042488e-01,-2.425593251514691073e-01,9.063906390639040467e-01
2.549971594812957321e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,6.439849137857056594e-01,5.080452368972023791e-01,-1.152030150682907816e+00,8.980075322343067379e-01,7.620678553458034576e-01,-8.980075322343067379e-01,-2.540226184486010785e-01,7.663766376637681788e-01
2.550599976181812334e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,6.433825177189802513e-01,5.086967239053077350e-01,-1.152079241624287764e+00,8.977308796716340078e-01,7.630450858579614914e-01,-8.977308796716340078e-01,-2.543483619526537565e-01,7.623762376237621652e-01
2.818918820682830617e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,3.661596168262281070e-01,7.653111190288627297e-01,-1.131470735855090615e+00,5.492394252393419940e-01,9.483909274419766167e-01,-9.483909274419766167e-01,-1.830798084131139425e-01,-9.457945794579458720e-01
2.819547202051685630e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.654713994210368466e-01,7.658543024262963739e-01,-1.131325701847332832e+00,5.482070991315550756e-01,9.485900021368145474e-01,-9.485900021368145474e-01,-1.827356997105182290e-01,-9.497949794979518856e-01
2.827716159846798583e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.565115398311221040e-01,7.728880895901565351e-01,-1.129399629421278473e+00,5.347673097466830727e-01,9.511438595057175593e-01,-9.511438595057175593e-01,-1.782557699155609687e-01,-9.981998199819983597e-01
2.834628354904201952e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.489115142157468985e-01,7.787994901558153993e-01,-1.127711004371562131e+00,5.233672713236202645e-01,9.532552472636888208e-01,-9.532552472636888208e-01,-1.744557571078733660e-01,-9.541954195419535267e-01
2.835256736273056966e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,3.482197707030765255e-01,7.793350493293396131e-01,-1.127554820032415694e+00,5.223296560546145662e-01,9.534449346808776538e-01,-9.534449346808776538e-01,-1.741098853515380407e-01,-9.501950195019475132e-01
3.017487333240961522e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.429368976959166648e-01,9.208403652103472892e-01,-1.063777262906263399e+00,2.144053465438747197e-01,9.923088140583053995e-01,-9.923088140583053995e-01,-7.146844884795805486e-02,2.099209920992102241e-01
3.018115714609816536e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.422168578834561159e-01,9.212779746331688502e-01,-1.063494832516624689e+00,2.133252868251840351e-01,9.923864035748968249e-01,-9.923864035748968249e-01,-7.110842894172791917e-02,2.139213921392162376e-01
3.141278462905365831e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,3.627961464931212638e-04,9.998185525688609854e-01,-1.000181348715353691e+00,5.441942197394740270e-04,9.999999506421073381e-01,-9.999999506421073381e-01,-1.813980732463527090e-04,9.979997999799969932e-01
3.356184891053722641e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-2.458923667509126110e-01,1.100009491447265120e+00,-8.541171246963521480e-01,-3.688385501263691246e-01,9.770633080718086338e-01,-9.770633080718086338e-01,1.229461833754564859e-01,-3.661366136613679600e-01
3.356813272422577210e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-2.466012677751016069e-01,1.100229935858161534e+00,-8.536286680830597051e-01,-3.699019016626525214e-01,9.769293019706106751e-01,-9.769293019706106751e-01,1.233006338875509145e-01,-3.701370137013668682e-01
3.447928570906529711e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-3.482197707030766920e-01,1.127554820032415916e+00,-7.793350493293388359e-01,-5.223296560546152323e-01,9.534449346808773207e-01,-9.534449346808773207e-01,1.741098853515385403e-01,-9.501950195019475132e-01
3.448556952275384724e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-3.489115142157471761e-01,1.127711004371562353e+00,-7.787994901558146221e-01,-5.233672713236210416e-01,9.532552472636884877e-01,-9.532552472636884877e-01,1.744557571078738656e-01,-9.541954195419570794e-01
3.455469147332788094e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-3.565115398311222705e-01,1.129399629421278473e+00,-7.728880895901558690e-01,-5.347673097466836278e-01,9.511438595057171153e-01,-9.511438595057171153e-01,1.782557699155613018e-01,-9.981998199819983597e-01
3.463638105127901046e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-3.654713994210370132e-01,1.131325701847333054e+00,-7.658543024262955967e-01,-5.482070991315557418e-01,9.485900021368143253e-01,-9.485900021368143253e-01,1.827356997105187286e-01,-9.497949794979483329e-01
3.464266486496755615e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-3.661596168262278850e-01,1.131470735855090837e+00,-7.653111190288623966e-01,-5.492394252393421050e-01,9.483909274419766167e-01,-9.483909274419766167e-01,1.830798084131142200e-01,-9.457945794579458720e-01
3.513280233267433772e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-4.193737174287136549e-01,1.141402622157004831e+00,-7.220289047282907324e-01,-6.290605761430707599e-01,9.317157634426478374e-01,-9.317157634426478374e-01,2.096868587143570495e-01,-6.337633763376331331e-01
3.513908614636288341e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-4.200496803749432240e-01,1.141512198938346767e+00,-7.214625185634030435e-01,-6.300745205624150858e-01,9.314873587508749608e-01,-9.314873587508749608e-01,2.100248401874718618e-01,-6.297629762976271195e-01
3.755207060276548603e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-6.649068843275351970e-01,1.150025534630473301e+00,-4.851186503029376040e-01,-9.074662094790042488e-01,9.074662094790042488e-01,-7.276779754544067114e-01,2.425593251514690518e-01,9.063906390639040467e-01
3.755835441645403616e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-6.654999770339022902e-01,1.149960081103861720e+00,-4.844601040699589301e-01,-9.077300290688820050e-01,9.077300290688820050e-01,-7.266901561049385894e-01,2.422300520349797148e-01,9.103910391039136130e-01
3.769659831760209912e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-6.784811192337139030e-01,1.148405269754740665e+00,-4.699241505210263181e-01,-9.134431944942272841e-01,9.134431944942272841e-01,-7.048862257815396992e-01,2.349620752605133811e-01,9.983998399839961735e-01
3.782227459137307068e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-6.901697031342253208e-01,1.146801344884240015e+00,-4.566316417500144165e-01,-9.184855240092326678e-01,9.184855240092326678e-01,-6.849474626250218190e-01,2.283158208750073470e-01,9.215921592159190823e-01
3.782855840506161638e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-6.907512861529382375e-01,1.146716391764907250e+00,-4.559651056119684576e-01,-9.187338389589227994e-01,9.187338389589227994e-01,-6.839476584179529084e-01,2.279825528059845063e-01,9.175917591759201741e-01
3.982052734433147112e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-8.601943138775821618e-01,1.097217316115162378e+00,-2.370230022375797441e-01,-9.787058149963723253e-01,9.787058149963723253e-01,-3.555345033563698243e-01,1.185115011187901080e-01,-3.505350535053537442e-01
3.982681115802002125e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-8.606782012701740259e-01,1.096991015350520460e+00,-2.363128140803459343e-01,-9.788346083103471873e-01,9.788346083103471873e-01,-3.544692211205191512e-01,1.181564070401732169e-01,-3.545354535453562050e-01
4.082593753449922147e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-9.331690835125956429e-01,1.055563825078043250e+00,-1.223947415654471071e-01,-9.943664542953194463e-01,9.943664542953194463e-01,-1.835921123481709105e-01,6.119737078272380337e-02,-9.905990599059890656e-01
4.083222134818777604e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-9.335962580831760338e-01,1.055269470884008465e+00,-1.216732128008320979e-01,-9.944328644835922493e-01,9.944328644835922493e-01,-1.825098192012483134e-01,6.083660640041621548e-02,-9.945994599459950791e-01
4.083850516187632174e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-9.340230640110135374e-01,1.054974700002966337e+00,-1.209516359919522582e-01,-9.944988820069899926e-01,9.944988820069899926e-01,-1.814274539879286441e-01,6.047581799597639973e-02,-9.985998599860010927e-01
4.084478897556486743e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-9.344495011275788521e-01,1.054679512551309983e+00,-1.202300114237306317e-01,-9.945645068394444177e-01,9.945645068394444177e-01,-1.803450171355961973e-01,6.011500571186556563e-02,-9.973997399739964465e-01
4.085107278925342200e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-9.348755692644883375e-01,1.054383908645597945e+00,-1.195083393811091493e-01,-9.946297389550431411e-01,9.946297389550431411e-01,-1.792625090716639669e-01,5.975416969055480365e-02,-9.933993399339904329e-01
4.260425680835843387e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.038758673737340210e+00,9.561118789371327864e-01,8.264679480020782620e-02,-9.974352763372364983e-01,9.974352763372364983e-01,1.239701922003115381e-01,-4.132339740010371187e-02,1.227122712271260241e-01
4.261054062204697956e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.039075358404568661e+00,9.557048486079067207e-01,8.337050979666246753e-02,-9.973901035062376907e-01,9.973901035062376907e-01,1.250557646949934376e-01,-4.168525489833097009e-02,1.267126712671284849e-01
4.394899293770779813e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.096991015350520460e+00,8.606782012701739148e-01,2.363128140803469335e-01,-9.788346083103471873e-01,9.788346083103471873e-01,3.544692211205202059e-01,-1.181564070401732724e-01,9.787978797879794968e-01
