wt, sa, sb, sc, d_a, d_b, d_c, d_a_mod, d_b_mod, d_c_mod, d_zero, c
4.395527675139634383e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.097217316115162156e+00,8.601943138775822728e-01,2.370230022375802714e-01,-9.787058149963722142e-01,9.787058149963722142e-01,3.555345033563702128e-01,-1.185115011187899414e-01,9.827982798279784049e-01
4.398041200615054436e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.098118185776061573e+00,8.582553696297121615e-01,2.398628161463497444e-01,-9.781867777028868671e-01,9.781867777028868671e-01,3.597942242195244500e-01,-1.199314080731747056e-01,9.987998799880024592e-01
4.401183107459328170e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.099234516050517030e+00,8.558240656608651076e-01,2.434104503896521998e-01,-9.775292908556910687e-01,9.775292908556910687e-01,3.651156755844781610e-01,-1.217052251948259611e-01,9.811981198119816838e-01
4.401811488828183627e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.099456480315639473e+00,8.553367902982889071e-01,2.441196900173508155e-01,-9.773966353069641899e-01,9.773966353069641899e-01,3.661795350260260706e-01,-1.220598450086752829e-01,9.771977197719721175e-01
4.477217253090764792e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.122916645686797388e+00,7.944683121778343127e-01,3.284483335089632972e-01,-9.586924789323159057e-01,9.586924789323159057e-01,4.926725002634448347e-01,-1.642241667544815376e-01,4.971497149714956265e-01
4.477845634459619362e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.123085494231710557e+00,7.939416057290936690e-01,3.291438885026171102e-01,-9.585135499804020576e-01,9.585135499804020576e-01,4.937158327539255542e-01,-1.645719442513084441e-01,4.931493149314931657e-01
4.692752062607976171e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.154477914338962963e+00,5.968746129433288861e-01,5.576033013956342987e-01,-8.756762636411459244e-01,8.756762636411459244e-01,8.364049520934513371e-01,-2.788016506978170383e-01,-8.749874987498778012e-01
4.693380443976830740e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.154491933888374566e+00,5.962533586645458739e-01,5.582385752238288035e-01,-8.753726462764601646e-01,8.753726462764601646e-01,8.373578628357432052e-01,-2.791192876119143462e-01,-8.789878987898802620e-01
4.712231885042475810e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.154700524130855221e+00,5.775073574069953253e-01,5.771931667238602293e-01,-8.661039407689252734e-01,8.661039407689252734e-01,8.657897500857901774e-01,-2.885965833619299481e-01,-9.989998999900002730e-01
4.731711707476976336e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.154484981096614460e+00,5.579209658475339229e-01,5.965640152490807591e-01,-8.755244981728476095e-01,8.368814487713007733e-01,8.755244981728476095e-01,-2.789604829237668504e-01,-8.769876987698772552e-01
4.732340088845830905e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.154470733616117295e+00,5.572855818994851829e-01,5.971851517166322232e-01,-8.758279426663747591e-01,8.359283728492277188e-01,8.758279426663747591e-01,-2.786427909497425359e-01,-8.729872987298747944e-01
4.946618135625333146e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.123169752208931449e+00,3.294916172790617326e-01,7.936781349298699384e-01,-9.584239435694006382e-01,4.942374259185924879e-01,9.584239435694006382e-01,-1.647458086395307553e-01,4.911491149114937116e-01
4.947246516994187715e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.123001125388223054e+00,3.287961272344733787e-01,7.942049981537496750e-01,-9.586030617709864199e-01,4.931941908517100681e-01,9.586030617709864199e-01,-1.643980636172366894e-01,4.951495149514961724e-01
5.022652281256768880e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.099567299653110730e+00,2.444742737010010547e-01,8.550930259521097865e-01,-9.773301628026103138e-01,3.667114105515015265e-01,9.773301628026103138e-01,-1.222371368505004718e-01,9.751975197519726635e-01
5.023280662625624338e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.099345552444457752e+00,2.437650822352309121e-01,8.555804702092271175e-01,-9.774630113268424347e-01,3.656476233528462294e-01,9.774630113268424347e-01,-1.218825411176153173e-01,9.791979197919822298e-01
5.026422569469898072e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.098230306792973732e+00,2.402176867007267402e-01,8.580126200922472135e-01,-9.781214634426105281e-01,3.603265300510899993e-01,9.781214634426105281e-01,-1.201088433503632591e-01,9.991999199919980867e-01
5.029564476314172694e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.097104219883593634e+00,2.366679198403925377e-01,8.604363000432012631e-01,-9.787702599633973932e-01,3.550018797605887233e-01,9.787702599633973932e-01,-1.183339599201961856e-01,9.807980798079825036e-01
5.030192857683027263e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.096877702527117693e+00,2.359576849924946151e-01,8.609200175346231054e-01,-9.788988600308703436e-01,3.539365274887419366e-01,9.788988600308703436e-01,-1.179788424962472937e-01,9.767976797679764900e-01
5.164038089249109120e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.038917067349711454e+00,8.300865639556662123e-02,9.559084109541450269e-01,-9.974127391519282959e-01,1.245129845933498347e-01,9.974127391519282959e-01,-4.150432819778321347e-02,1.247124712471219254e-01
5.164666470617963689e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.038600177583090645e+00,8.228492504630399718e-02,9.563152525367866197e-01,-9.974577150599386322e-01,1.234273875694560096e-01,9.974577150599386322e-01,-4.114246252315201247e-02,1.207120712071230173e-01
5.339356491159610307e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-9.350884649129913573e-01,-1.191474856459500409e-01,1.054235950558941370e+00,-9.946622077359663638e-01,-1.787212284689250474e-01,9.946622077359663638e-01,5.957374282297500656e-02,-9.913991399139874261e-01
5.339984872528465765e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-9.346625813290085905e-01,-1.198691813189114580e-01,1.054531762647920035e+00,-9.945971719884643125e-01,-1.798037719783671662e-01,9.945971719884643125e-01,5.993459065945572206e-02,-9.953995399540005451e-01
5.340613253897320334e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-9.342363286812325196e-01,-1.205908296599515483e-01,1.054827158341184123e+00,-9.945317435112083215e-01,-1.808862444899273503e-01,9.945317435112083215e-01,6.029541482997580193e-02,-9.993999399939994532e-01
5.341241635266174903e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-9.338097071379739544e-01,-1.213124303841189855e-01,1.055122137522092940e+00,-9.944659223300333917e-01,-1.819686455761784782e-01,9.944659223300333917e-01,6.065621519205949275e-02,-9.965996599659945332e-01
5.341870016635030360e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-9.333827168676894770e-01,-1.220339832064812474e-01,1.055416700074170544e+00,-9.943997084709299550e-01,-1.830509748097217670e-01,9.943997084709299550e-01,6.101699160324053350e-02,-9.925992599259885196e-01
5.441782654282950382e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-8.609200175346226613e-01,-2.359576849924953368e-01,1.096877702527117915e+00,-9.788988600308703436e-01,-3.539365274887429358e-01,9.788988600308703436e-01,1.179788424962476268e-01,-3.565356535653521064e-01
5.442411035651804951e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-8.604363000432008191e-01,-2.366679198403932594e-01,1.097104219883593856e+00,-9.787702599633973932e-01,-3.550018797605897780e-01,9.787702599633973932e-01,1.183339599201965187e-01,-3.525352535253531983e-01
5.641607929578790426e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-6.910419753945626908e-01,-4.556317700100650514e-01,1.146673745404627631e+00,-9.188578603995951610e-01,-6.834476550150975216e-01,9.188578603995951610e-01,2.278158850050324702e-01,9.155915591559136146e-01
5.642236310947645883e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-6.904605287232580269e-01,-4.562983962029200091e-01,1.146758924926177814e+00,-9.186097268247179759e-01,-6.844475943043799582e-01,9.186097268247179759e-01,2.281491981014598935e-01,9.195919591959196282e-01
5.654803938324742596e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-6.787746475840317206e-01,-4.695927336555585918e-01,1.148367381239590035e+00,-9.135710144118108778e-01,-7.043891004833378044e-01,9.135710144118108778e-01,2.347963668277791571e-01,9.995999599960043724e-01
5.669256709808403905e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-6.652034635137595853e-01,-4.847894011146325899e-01,1.149992864628391898e+00,-9.075981640710757414e-01,-7.271841016719486905e-01,9.075981640710757414e-01,2.423947005573161562e-01,9.083908390839070535e-01
5.669885091177258474e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-6.646102395045053735e-01,-4.854478516023756907e-01,1.150058091106880953e+00,-9.073341653056932188e-01,-7.281717774035634250e-01,9.073341653056932188e-01,2.427239258011877898e-01,9.043904390439081453e-01
5.910555155448664166e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-4.203875996664379056e-01,-7.211792186373714442e-01,1.141566818303809017e+00,-6.305813994996567473e-01,-9.313730184705901749e-01,9.313730184705901749e-01,2.101937998332187862e-01,-6.277627762776276654e-01
5.911183536817518736e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-4.197117196179143139e-01,-7.217457472696967580e-01,1.141457466887610739e+00,-6.295675794268713599e-01,-9.316016070786536929e-01,9.316016070786536929e-01,2.098558598089569904e-01,-6.317631763176336790e-01
5.960825664957051906e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-3.658155261795154045e-01,-7.655827485151311951e-01,1.131398274694646267e+00,-5.487232892692729402e-01,-9.484905116048887308e-01,9.484905116048887308e-01,1.829077630897575357e-01,-9.477947794779524315e-01
5.961454046325906475e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-3.651272365847613721e-01,-7.661257807355531524e-01,1.131253017320314358e+00,-5.476908548771419749e-01,-9.486893990279336997e-01,9.486893990279336997e-01,1.825636182923806028e-01,-9.517951795179513397e-01
5.968994622752164858e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-3.568565935614524953e-01,-7.726185100189116861e-01,1.129475103580363848e+00,-5.352848903421785209e-01,-9.510468067996378227e-01,9.510468067996378227e-01,1.784282967807260811e-01,-9.997999799980021862e-01
5.975906817809567784e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-3.492573343245414241e-01,-7.785315952361295810e-01,1.127788929560670672e+00,-5.238860014868119697e-01,-9.531602623984001266e-01,9.531602623984001266e-01,1.746286671622705455e-01,-9.561956195619529808e-01
5.976535199178422353e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-3.485656596638785354e-01,-7.790673081956978052e-01,1.127632967859576008e+00,-5.228484894958176366e-01,-9.533501380276369064e-01,9.533501380276369064e-01,1.742828298319391012e-01,-9.521952195219540727e-01
6.067650497662374853e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-2.469556817895341150e-01,-8.533843133644202217e-01,1.100339995153954087e+00,-3.704335226843010753e-01,-9.768621542591870988e-01,9.768621542591870988e-01,1.234778408947669326e-01,-3.721372137213734277e-01
6.068278879031230311e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-2.462468294172311112e-01,-8.538729385350757317e-01,1.100119767952306482e+00,-3.693702441258465141e-01,-9.769963532436911624e-01,9.769963532436911624e-01,1.231234147086153752e-01,-3.681368136813674141e-01
6.282556925810731663e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-7.255922571725360350e-04,-9.996370064398478750e-01,1.000362598697020156e+00,-1.088388385758676333e-03,-9.999998025684340153e-01,9.999998025684340153e-01,3.627961285861402985e-04,9.959995999599939864e-01
6.283185307179586232e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-2.828200636599752102e-16,-1.000000000000000222e+00,1.000000000000000000e+00,-1.717977611974595561e-16,-1.000000000000000000e+00,1.000000000000000000e+00,-1.110223024625156540e-16,1.000000000000000000e+00
