wt, sa, sb, sc, d_a, d_b, d_c, d_a_mod, d_b_mod, d_c_mod, d_a_mod_clip, d_b_mod_clip, d_c_mod_clip, d_zero, c
2.530491772378457238e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,8.032772270329433528e-01,5.913665588757467395e-01,-1.394643785908689759e+00,1.098960506470816556e+00,8.870498383136199427e-01,-1.098960506470816556e+00,1.000000000000000000e+00,8.870498383136199427e-01,-1.000000000000000000e+00,-2.956832794378732032e-01,8.903890389038906505e-01
2.531120153747312251e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,8.025565515762422830e-01,5.921638393557548952e-01,-1.394720390931996956e+00,1.098638471254119509e+00,8.882457590336322317e-01,-1.098638471254119509e+00,1.000000000000000000e+00,8.882457590336322317e-01,-1.000000000000000000e+00,-2.960819196778773366e-01,8.863886388638846370e-01
2.827716159846798583e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,4.322472703304832131e-01,9.370770078144980975e-01,-1.369324278144981033e+00,6.483709054957247364e-01,1.153200642979739676e+00,-1.153200642979739676e+00,6.483709054957247364e-01,1.000000000000000000e+00,-1.000000000000000000e+00,-2.161236351652414678e-01,-9.981998199819983597e-01
3.023142765560655310e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.654423393405796416e-01,1.121218872136251932e+00,-1.286661211476831213e+00,2.481635090108692820e-01,1.203940041806541572e+00,-1.203940041806541572e+00,2.481635090108692820e-01,1.000000000000000000e+00,-1.000000000000000000e+00,-8.272116967028964041e-02,2.459245924592465826e-01
3.023771146929509879e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.645687371046050673e-01,1.121745468318797068e+00,-1.286314205423401802e+00,2.468531056569074345e-01,1.204029836871099324e+00,-1.204029836871099324e+00,2.468531056569074345e-01,1.000000000000000000e+00,-1.000000000000000000e+00,-8.228436855230236713e-02,2.499249924992490435e-01
3.141278462905365831e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,4.398669509614010621e-04,1.212215571979468942e+00,-1.212655438930430041e+00,6.598004264419504283e-04,1.212435505454949602e+00,-1.212435505454949602e+00,6.598004264419504283e-04,1.000000000000000000e+00,-1.000000000000000000e+00,-2.199334754805493120e-04,9.979997999799969932e-01
3.374407950750513141e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-3.230048873643154850e-01,1.341227361641456506e+00,-1.018222474277140632e+00,-4.845073310464734218e-01,1.179724917959298569e+00,-1.179724917959298569e+00,-4.845073310464734218e-01,1.000000000000000000e+00,-1.000000000000000000e+00,1.615024436821579368e-01,-4.821482148214855101e-01
3.375036332119367710e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-3.238608228590191818e-01,1.341479319089895261e+00,-1.017618496230875635e+00,-4.857912342885289947e-01,1.179548907660385559e+00,-1.179548907660385559e+00,-4.857912342885289947e-01,1.000000000000000000e+00,-1.000000000000000000e+00,1.619304114295098129e-01,-4.861486148614844183e-01
3.455469147332788094e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-4.322472703304834352e-01,1.369324278144981033e+00,-9.370770078144970983e-01,-6.483709054957254025e-01,1.153200642979739010e+00,-1.153200642979739010e+00,-6.483709054957254025e-01,1.000000000000000000e+00,-1.000000000000000000e+00,2.161236351652419674e-01,-9.981998199819983597e-01
3.497570699046062437e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-4.879101636217252902e-01,1.380378310267570185e+00,-8.924681466458442847e-01,-7.318652454325882406e-01,1.136423228456707291e+00,-1.136423228456707291e+00,-7.318652454325882406e-01,1.000000000000000000e+00,-1.000000000000000000e+00,2.439550818108629504e-01,-7.337733773377337343e-01
3.498199080414917450e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-4.887346471882971222e-01,1.380524809807348596e+00,-8.917901626190509745e-01,-7.331019707824459886e-01,1.136157486213199785e+00,-1.136157486213199785e+00,-7.331019707824459886e-01,1.000000000000000000e+00,-1.000000000000000000e+00,2.443673235941488109e-01,-7.297729772977277207e-01
3.769659831760209912e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-8.226146393422927305e-01,1.392367392426536732e+00,-5.697527530842434462e-01,-1.107491015884414676e+00,1.107491015884414676e+00,-8.546291296263655024e-01,-1.000000000000000000e+00,1.000000000000000000e+00,-8.546291296263655024e-01,2.848763765421220007e-01,9.983998399839961735e-01
3.991478454965970091e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.051687043504445196e+00,1.326134576240312501e+00,-2.744475327358668615e-01,-1.188910809872378849e+00,1.188910809872378849e+00,-4.116712991038005143e-01,-1.000000000000000000e+00,1.000000000000000000e+00,-4.116712991038005143e-01,1.372237663679336528e-01,-4.105410541054119733e-01
3.992106836334824660e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.052267520860846073e+00,1.325852334933995680e+00,-2.735848140731489408e-01,-1.189059927897420987e+00,1.189059927897420987e+00,-4.103772211097237443e-01,-1.000000000000000000e+00,1.000000000000000000e+00,-4.103772211097237443e-01,1.367924070365748035e-01,-4.145414541454144342e-01
4.083850516187632174e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.132442781615762950e+00,1.279088846773410060e+00,-1.466460651576464158e-01,-1.205765814194586394e+00,1.205765814194586394e+00,-2.199690977364699707e-01,-1.000000000000000000e+00,1.000000000000000000e+00,-2.199690977364699707e-01,7.332303257882355485e-02,-9.985998599860010927e-01
4.266709494524391744e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.263245153810345967e+00,1.154268500098883710e+00,1.089766537114628120e-01,-1.208756826954614727e+00,1.208756826954614727e+00,1.634649805671939404e-01,-1.000000000000000000e+00,1.000000000000000000e+00,1.634649805671939404e-01,-5.448832685573112844e-02,1.627162716271648435e-01
4.267337875893246313e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.263624132240989351e+00,1.153770435450515830e+00,1.098536967904737982e-01,-1.208697283845752590e+00,1.208697283845752590e+00,1.647805451857105585e-01,-1.000000000000000000e+00,1.000000000000000000e+00,1.647805451857105585e-01,-5.492684839523676033e-02,1.667166716671673043e-01
4.398041200615054436e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.331397543335648415e+00,1.040579334247227594e+00,2.908182090884210980e-01,-1.185988438791437893e+00,1.185988438791437893e+00,4.362273136326315082e-01,-1.000000000000000000e+00,1.000000000000000000e+00,4.362273136326315082e-01,-1.454091045442104102e-01,9.987998799880024592e-01
4.464649625713667191e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.357256933225663431e+00,9.759333823275737618e-01,3.813235508980901689e-01,-1.166595157776618485e+00,1.166595157776618485e+00,5.719853263471350591e-01,-1.000000000000000000e+00,1.000000000000000000e+00,5.719853263471350591e-01,-1.906617754490448347e-01,5.771577157715768180e-01
4.465278007082522649e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.357472387405164183e+00,9.753024393786414725e-01,3.821699480265229876e-01,-1.166387413391902772e+00,1.166387413391902772e+00,5.732549220397843426e-01,-1.000000000000000000e+00,1.000000000000000000e+00,5.732549220397843426e-01,-1.910849740132613550e-01,5.731573157315672518e-01
4.712231885042475810e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.399999982724737357e+00,7.001904593416279354e-01,6.998095233831096440e-01,-1.050095221033182646e+00,1.050095221033182646e+00,1.049714285074664355e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-3.499047616915547110e-01,-9.989998999900002730e-01
4.959185763002429859e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.357579913494298740e+00,3.825930900223151743e-01,9.749868234719838433e-01,-1.166283368483141292e+00,5.738896350334725671e-01,1.166283368483141292e+00,-1.000000000000000000e+00,5.738896350334725671e-01,1.000000000000000000e+00,-1.912965450111574484e-01,5.711571157115749031e-01
4.959814144371284428e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.357364727312076358e+00,3.817467683045221438e-01,9.756179590075544361e-01,-1.166491343159815397e+00,5.726201524567831047e-01,1.166491343159815397e+00,-1.000000000000000000e+00,5.726201524567831047e-01,1.000000000000000000e+00,-1.908733841522609609e-01,5.751575157515773640e-01
5.026422569469898072e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.331533482844170058e+00,2.912484667696248475e-01,1.040285016074545377e+00,-1.185909249459357717e+00,4.368727001544371880e-01,1.185909249459357717e+00,-1.000000000000000000e+00,4.368727001544371880e-01,1.000000000000000000e+00,-1.456242333848123405e-01,9.991999199919980867e-01
5.157754275560560764e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.263434705386142332e+00,1.094151806514699621e-01,1.154019524734672064e+00,-1.208727115060407087e+00,1.641227709772050958e-01,1.208727115060407087e+00,-1.000000000000000000e+00,1.641227709772050958e-01,1.000000000000000000e+00,-5.470759032573513370e-02,1.647164716471607449e-01
5.158382656929415333e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.263055477532312176e+00,1.085381160137375428e-01,1.154517361518574869e+00,-1.208786419525443634e+00,1.628071740206061824e-01,1.208786419525443634e+00,-1.000000000000000000e+00,1.628071740206061824e-01,1.000000000000000000e+00,-5.426905800686865344e-02,1.607160716071618367e-01
5.340613253897320334e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.132701351286758085e+00,-1.462086107285439640e-01,1.278909962015302160e+00,-1.205805656651030233e+00,-2.193129160928160015e-01,1.205805656651030233e+00,-1.000000000000000000e+00,-2.193129160928160015e-01,1.000000000000000000e+00,7.310430536427203752e-02,-9.993999399939994532e-01
5.432985315118982861e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.051977334106029671e+00,-2.740161869293711305e-01,1.325993521035400580e+00,-1.188985427570715014e+00,-4.110242803940565848e-01,1.188985427570715014e+00,-1.000000000000000000e+00,-4.110242803940565848e-01,1.000000000000000000e+00,1.370080934646854542e-01,-4.125412541254078747e-01
5.433613696487837430e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.051396649084747281e+00,-2.748788514500621893e-01,1.326275500534809693e+00,-1.188836074809778598e+00,-4.123182771750933950e-01,1.188836074809778598e+00,-1.000000000000000000e+00,-4.123182771750933950e-01,1.000000000000000000e+00,1.374394257250312057e-01,-4.085408540854018611e-01
5.654803938324742596e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-8.229705235536414198e-01,-5.693509314896108009e-01,1.392321455043251888e+00,-1.107645989298446709e+00,-8.540263972344159793e-01,1.107645989298446709e+00,-1.000000000000000000e+00,-8.540263972344159793e-01,1.000000000000000000e+00,2.846754657448052339e-01,9.995999599960043724e-01
5.926893071038890071e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-4.883224295075768717e-01,-8.921291986660658813e-01,1.380451628173642309e+00,-7.324836442613651410e-01,-1.136290413419854151e+00,1.136290413419854151e+00,-7.324836442613651410e-01,-1.000000000000000000e+00,1.000000000000000000e+00,2.441612147537882138e-01,-7.317731773177342802e-01
5.927521452407744640e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-4.874978495714384352e-01,-8.928070065249302800e-01,1.380304856096368438e+00,-7.312467743571575696e-01,-1.136555931310649470e+00,1.136555931310649470e+00,-7.312467743571575696e-01,-1.000000000000000000e+00,1.000000000000000000e+00,2.437489247857190788e-01,-7.357735773577402938e-01
5.968994622752164858e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-4.326656257450746113e-01,-9.367501599546429469e-01,1.369415785699717114e+00,-6.489984386176117503e-01,-1.153082972827180086e+00,1.153082972827180086e+00,-6.489984386176117503e-01,-1.000000000000000000e+00,1.000000000000000000e+00,2.163328128725370836e-01,-9.997999799980021862e-01
6.049427437965584353e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-3.242887426722311783e-01,-1.017316356510322040e+00,1.341605099182552552e+00,-4.864331140083464344e-01,-1.179460727846437296e+00,1.179460727846437296e+00,-4.864331140083464344e-01,-1.000000000000000000e+00,1.000000000000000000e+00,1.621443713361152561e-01,-4.881488148814909778e-01
6.050055819334439811e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-3.234328710756315672e-01,-1.017920535496421808e+00,1.341353406572052931e+00,-4.851493066134471288e-01,-1.179636971034237369e+00,1.179636971034237369e+00,-4.851493066134471288e-01,-1.000000000000000000e+00,1.000000000000000000e+00,1.617164355378155616e-01,-4.841484148414778588e-01
6.282556925810731663e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-8.797338585009906219e-04,-1.211995458995911212e+00,1.212875192854411921e+00,-1.319600787751344824e-03,-1.212435325925161678e+00,1.212435325925161678e+00,-1.319600787751344824e-03,-1.000000000000000000e+00,1.000000000000000000e+00,4.398669292503543105e-04,9.959995999599939864e-01
6.283185307179586232e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-3.429011037612588783e-16,-1.212435565298214168e+00,1.212435565298213946e+00,-2.318788012987432242e-16,-1.212435565298214168e+00,1.212435565298214168e+00,-2.318788012987432242e-16,-1.000000000000000000e+00,1.000000000000000000e+00,-1.110223024625156540e-16,1.000000000000000000e+00
