time_s,time_ms,id_ref_A,iq_ref_A,id_A,iq_A,ud_unclipped_V,uq_unclipped_V,ud_clipped_V,uq_clipped_V,xI_d_V,xI_q_V,duty_min,duty_max,saturation_norm_V
0.0066,6.6,-100,100,-100.1990326,100.0363873,-283.8715184,-15.20598816,-283.3304415,-15.09097871,-180.7234633,359.9400982,0,0.8197269967,0.590687857
0.0067,6.7,-100,100,-100.1049287,100.0116401,-284.0067881,-14.97139943,-283.4193361,-15.03314312,-180.6235695,359.9179462,0.04724174143,0.9258474496,2.486899575e-14
0.0068,6.8,-100,100,-100.0399011,99.98388925,-284.0865141,-14.70563274,-284.0865141,-14.70563274,-180.5855831,359.9486062,0.1412276369,0.9901491159,5.728578677e-14
0.0069,6.9,-100,100,-100.1217697,100.0052941,-283.7684635,-14.89775215,-283.7684635,-14.89775215,-180.4696564,359.9385312,0.2237196534,1,2.412622178
0.007,7,-100,100,-100.1310474,100.0069074,-283.6189333,-14.90432892,-281.2063111,-14.90432892,-180.3448973,359.9253858,0.1047626997,0.9770979315,1.953992523e-14
0.0071,7.1,-100,100,-99.61784014,99.91712235,-285.4078952,-13.79923089,-285.4078952,-13.79923089,-180.7087194,360.0831085,0.02511611509,0.8955650498,5.695433295e-14
0.0072,7.2,-100,100,-99.98236105,100.0146702,-284.5314974,-14.75775199,-284.5314974,-14.75775199,-180.7255119,360.0551899,0,0.7763062877,2.64942514
0.0073,7.3,-100,100,-100.1334003,100.0331459,-283.9567412,-15.04797026,-281.3218299,-14.77102993,-180.5985128,359.9921107,0.006068753312,0.8601879199,1.148054354e-13
0.0074,7.4,-100,100,-99.62557359,99.9570569,-285.7789708,-14.10462507,-285.7789708,-14.10462507,-180.9549725,360.0738349,0.07330764151,0.9535020893,5.753312401e-14
0.0075,7.5,-100,100,-100.0441969,100.0337689,-284.5810808,-15.01344927,-284.5810808,-15.01344927,-180.9128964,360.00957,0.1809874111,1,0.5540868135
0.0076,7.6,-100,100,-100.1988762,100.0365411,-283.8727483,-15.20685339,-283.3307696,-15.09165226,-180.7235632,359.9400294,0.1802712829,1,0.5914172911
0.0077,7.7,-100,100,-100.1047424,100.0116925,-284.0079265,-14.97176322,-283.419749,-15.03358316,-180.6238469,359.9177776,0.07415130381,0.9527596403,5.859285502e-14
0.0078,7.8,-100,100,-100.0397626,99.98387573,-284.0873671,-14.70564629,-284.0873671,-14.70564629,-180.5859923,359.9484634,0.009850364333,0.8587724208,5.709267256e-14
0.0079,7.9,-100,100,-100.1218076,100.0052892,-283.7686999,-14.89796645,-283.7686999,-14.89796645,-180.4700296,359.9383977,0,0.7762805904,2.412577409
0.008,8,-100,100,-100.1311408,100.0068971,-283.6188661,-14.90452534,-281.2062887,-14.90452534,-180.3451816,359.9252719,0.02290249833,0.895237193,6.277857184e-14
0.0081,8.1,-100,100,-99.61794189,99.91710891,-285.4076877,-13.79937145,-285.4076877,-13.79937145,-180.7089068,360.0830203,0.1044352893,0.9748836071,7.105427358e-14
0.0082,8.2,-100,100,-99.98243519,100.0146543,-284.5313027,-14.75780698,-284.5313027,-14.75780698,-180.7256287,360.055132,0.2236938776,1,2.649328381
0.0083,8.3,-100,100,-100.1334488,100.033132,-283.9565945,-15.04797808,-281.3217794,-14.77104786,-180.5985835,359.9920793,0.1398122574,0.993930934,1.160084783e-13
0.0084,8.4,-100,100,-99.62562294,99.95704939,-285.7787967,-14.10464827,-285.7787967,-14.10464827,-180.9549962,360.0738177,0.04649807231,0.9266922263,5.709267256e-14
0.0085,8.5,-100,100,-100.044218,100.033762,-284.5809858,-15.01343276,-284.5809858,-15.01343276,-180.9129,360.0095659,0,0.8190125687,0.5540555819
0.0086,8.6,-100,100,-100.198883,100.0365369,-283.8727053,-15.20682992,-283.3307572,-15.09163529,-180.7235603,359.9400333,0,0.8197286617,0.5913915712
0.0087,8.7,-100,100,-100.1047495,100.0116912,-284.0078867,-14.97175377,-283.4197348,-15.03357102,-180.6238372,359.917784,0.04724041019,0.9258486536,4.440892099e-14
0.0088,8.8,-100,100,-100.0397677,99.98387644,-284.0873367,-14.70564753,-284.0873367,-14.70564753,-180.5859777,359.9484684,0.1412275826,0.9901496171,1.243449788e-14
0.0089,8.9,-100,100,-100.1218064,100.0052894,-283.7686912,-14.89795959,-283.7686912,-14.89795959,-180.4700162,359.9384022,0.2237194182,1,2.412578808
0.009,9,-100,100,-100.1311375,100.0068975,-283.6188682,-14.90451857,-281.2062894,-14.90451857,-180.3451713,359.9252758,0.1047628036,0.9770975164,5.818755026e-14
0.0091,9.1,-100,100,-99.61793829,99.91710937,-285.4076948,-13.7993665,-285.4076948,-13.7993665,-180.7088999,360.0830232,0.02511638335,0.8955647227,3.197442311e-14
0.0092,9.2,-100,100,-99.98243251,100.0146548,-284.5313094,-14.75780491,-284.5313094,-14.75780491,-180.7256244,360.055134,0,0.7763061284,2.649331787
0.0093,9.3,-100,100,-100.133447,100.0331324,-283.9565997,-15.04797766,-281.3217812,-14.77104708,-180.5985808,359.9920803,0.006069054855,0.8601877488,5.695433295e-14
0.0094,9.4,-100,100,-99.62562115,99.95704964,-285.7788029,-14.10464734,-285.7788029,-14.10464734,-180.9549952,360.0738182,0.07330776886,0.9535019334,5.728578677e-14
0.0095,9.5,-100,100,-100.0442172,100.0337622,-284.5809892,-15.01343327,-284.5809892,-15.01343327,-180.9128998,360.009566,0.1809874304,1,0.5540567066
0.0096,9.6,-100,100,-100.1988827,100.0365371,-283.8727069,-15.2068307,-283.3307577,-15.09163584,-180.7235604,359.9400331,0.1802713363,1,0.5913925144
0.0097,9.7,-100,100,-100.1047492,100.0116912,-284.0078881,-14.97175407,-283.4197353,-15.03357142,-180.6238376,359.9177838,0.07415134486,0.9527595917,7.105427358e-15
0.0098,9.8,-100,100,-100.0397675,99.98387641,-284.0873378,-14.70564745,-284.0873378,-14.70564745,-180.5859782,359.9484682,0.009850382248,0.8587724176,5.859285502e-14
0.0099,9.9,-100,100,-100.1218064,100.0052894,-283.7686915,-14.89795982,-283.7686915,-14.89795982,-180.4700166,359.938402,0,0.7762805821,2.412578765
0.01,10,-100,100,-100.1311376,100.0068975,-283.6188681,-14.90451881,-281.2062894,-14.90451881,-180.3451716,359.9252756,0,0,0
