time_s,time_ms,id_ref_A,iq_ref_A,id_A,iq_A,ud_unclipped_V,uq_unclipped_V,ud_clipped_V,uq_clipped_V,xI_d_V,xI_q_V,duty_min,duty_max,saturation_norm_V
0.0091,9.1,-100,100,-99.42341788,99.90274842,-284.7798435,-13.54990517,-284.7798435,-13.54990517,-179.4332344,359.8087142,0.0254917866,0.8961782322,7.213408716e-14
0.0092,9.2,-100,100,-99.65775243,99.97223746,-284.5499844,-14.1990005,-284.5499844,-14.1990005,-179.7590593,359.8615485,0,0.7773605725,2.817359845
0.0093,9.3,-100,100,-99.81886701,99.99870155,-284.2633219,-14.54094022,-281.4613958,-14.24644593,-178.7682864,359.7524629,0.007004613637,0.8587006209,1.136868377e-13
0.0094,9.4,-100,100,-99.34153794,99.93212601,-285.129295,-13.56883516,-285.129295,-13.56883516,-179.3951524,359.8816325,0.07240206213,0.9530828142,5.687116766e-14
0.0095,9.5,-100,100,-99.62502602,99.99470059,-284.7383108,-14.27153072,-284.7383108,-14.27153072,-179.7521334,359.8917177,0.1796272941,1,0.781278292
0.0096,9.6,-100,100,-99.80963885,100.0122906,-284.3480385,-14.60988459,-283.583833,-14.4474477,-179.619547,359.8723537,0.1806082873,1,0.8823938662
0.0097,9.7,-100,100,-99.75798295,99.99896603,-284.3928813,-14.45880337,-283.5153212,-14.55103864,-179.4778939,359.761986,0.07419975907,0.9535921554,1.233896895e-13
0.0098,9.8,-100,100,-99.69981138,99.96659396,-284.391046,-14.24150337,-284.391046,-14.24150337,-179.7636781,359.8255603,0.00937012622,0.8597493433,5.695433295e-14
0.0099,9.9,-100,100,-99.83446855,99.99091146,-284.171699,-14.52794919,-284.171699,-14.52794919,-179.9212666,359.8428565,0,0.7762315999,2.65715066
0.01,10,-100,100,-99.91819343,99.99803168,-283.985726,-14.66103985,-281.3285753,-14.66103985,-178.8843193,359.6236367,0,0,0
