time_s,time_ms,id_ref_A,iq_ref_A,id_A,iq_A,ud_unclipped_V,uq_unclipped_V,ud_clipped_V,uq_clipped_V,xI_d_V,xI_q_V,duty_min,duty_max,saturation_norm_V
0.0031,3.1,-100,100,-102.7415663,101.1626166,-291.0501166,-23.01235095,-291.0501166,-23.01235095,-192.8450083,363.7006611,0.02081299822,0.8848469487,6.070879796e-14
0.0032,3.2,-100,100,-103.7071267,100.8988732,-283.3480725,-23.34035205,-283.3480725,-23.34035205,-189.3157667,361.9900341,0,0.7636713291,0.5926263532
0.0033,3.3,-100,100,-103.317378,100.5225328,-280.2206188,-21.07941239,-279.6312389,-21.01746607,-186.0195878,360.9823958,0.01763795128,0.8590579901,5.955433343e-14
0.0034,3.4,-100,100,-102.3656923,100.2289111,-280.0675811,-18.39571995,-280.0675811,-18.39571995,-183.7674123,360.5467598,0.08097007889,0.9489277374,5.859285502e-14
0.0035,3.5,-100,100,-101.6175186,100.0924136,-280.6247292,-16.74277715,-280.6247292,-16.74277715,-182.2275097,360.3708894,0.1844508051,0.9975599311,4.618527782e-14
0.0036,3.6,-100,100,-101.0177239,100.0338656,-281.5213661,-15.69951485,-281.5213661,-15.69951485,-181.2586209,360.3064405,0.1817660314,0.9986072616,6.070879796e-14
0.0037,3.7,-100,100,-100.5994828,100.019248,-282.3495734,-15.14196523,-282.3495734,-15.14196523,-180.6879041,360.2698099,0.07557810486,0.950795723,3.375077995e-14
0.0038,3.8,-100,100,-100.3345069,100.0222653,-282.965658,-14.8901918,-282.965658,-14.8901918,-180.3694483,360.2274373,0.01059323206,0.8583536669,7.105427358e-15
0.0039,3.9,-100,100,-100.1786241,100.0281091,-283.3635992,-14.79851462,-283.3635992,-14.79851462,-180.1993955,360.1739434,0,0.7760556229,2.394350888
0.004,4,-100,100,-100.0922251,100.0308214,-283.5915263,-14.77483869,-281.1971754,-14.77483869,-179.5450825,360.0021229,0.02361224433,0.8945644523,1.243449788e-14
0.0041,4.1,-100,100,-99.55873496,99.94348704,-284.9661665,-13.72670912,-284.9661665,-13.72670912,-179.9651737,360.1096715,0.1041256473,0.9747176663,3.907985047e-14
0.0042,4.2,-100,100,-99.81307394,100.0187406,-284.5496704,-14.48808313,-284.5496704,-14.48808313,-180.1431301,360.0740067,0.2231086547,1,2.775437702
0.0043,4.3,-100,100,-99.95469259,100.0357964,-284.1728623,-14.80001568,-281.4126288,-14.50990345,-179.5400451,359.943984,0.1405217294,0.9935397967,1.138116693e-13
0.0044,4.4,-100,100,-99.45283315,99.95873129,-285.4954559,-13.82514374,-285.4954559,-13.82514374,-180.0609564,360.0225216,0.04662143911,0.9272590575,5.728578677e-14
0.0045,4.5,-100,100,-99.80183747,100.0239198,-284.724365,-14.62692192,-284.724365,-14.62692192,-180.2496102,359.9770003,0,0.8197802323,0.7068985023
0.0046,4.6,-100,100,-99.97688606,100.0311794,-284.1726459,-14.8984214,-283.4811948,-14.75144894,-180.1114923,359.9197153,0,0.8196204648,0.7902694262
0.0047,4.7,-100,100,-99.90315156,100.0092575,-284.2792528,-14.69970107,-283.4933125,-14.78230672,-180.0157823,359.8454304,0.04666482155,0.9259189703,7.437400532e-14
0.0048,4.8,-100,100,-99.84298205,99.97588089,-284.3246009,-14.44607414,-284.3246009,-14.44607414,-180.1652658,359.8913309,0.1406764861,0.9904707382,5.329070518e-15
0.0049,4.9,-100,100,-99.96682825,100.0000093,-284.0177546,-14.71335611,-284.0177546,-14.71335611,-180.1968459,359.8913133,0.2237113976,1,2.54925534
0.005,5,-100,100,-100.0213425,100.0039181,-283.823883,-14.79133961,-281.2746277,-14.79133961,-179.5733633,359.7633706,0.1053625979,0.9765859368,1.137423353e-13
0.0051,5.1,-100,100,-99.51785172,99.91005617,-285.0664927,-13.6763379,-285.0664927,-13.6763379,-180.0323759,359.9345408,0.02532392128,0.8958787249,6.521915364e-14
0.0052,5.2,-100,100,-99.81152545,99.99194765,-284.5350137,-14.46374431,-284.5350137,-14.46374431,-180.2118065,359.9498651,0,0.7768625976,2.735968052
0.0053,5.3,-100,100,-99.96685083,100.0144555,-284.115612,-14.77832,-281.3946319,-14.49233347,-179.6063366,359.8613359,0.006605372894,0.8593669842,2.131628207e-14
0.0054,5.4,-100,100,-99.47522545,99.94351934,-285.4107342,-13.81756711,-285.4107342,-13.81756711,-180.1059301,359.9688231,0.0728260438,0.9532617811,5.753312401e-14
0.0055,5.5,-100,100,-99.81753501,100.0122577,-284.6590936,-14.60918195,-284.6590936,-14.60918195,-180.2796395,359.9454957,0.18024829,1,0.6755577031
0.0056,5.6,-100,100,-99.9871821,100.0231459,-284.1284705,-14.88013884,-283.4676754,-14.73968249,-180.1388188,359.9034081,0.180434442,1,0.7598694321
0.0057,5.7,-100,100,-99.91611479,100.0047246,-284.2329433,-14.69534046,-283.4772365,-14.77476845,-180.0379962,359.8399295,0.07413327936,0.9532627565,1.776356839e-14
0.0058,5.8,-100,100,-99.85603042,99.97427677,-284.2833325,-14.45309538,-284.2833325,-14.45309538,-180.1750575,359.8888829,0.00957013702,0.8592947723,3.019806627e-14
0.0059,5.9,-100,100,-99.97314088,99.99860573,-283.9943255,-14.71138952,-283.9943255,-14.71138952,-180.2006278,359.8915363,0,0.776272379,2.541685641
0.006,6,-100,100,-100.0240271,100.0030988,-283.8125285,-14.78740459,-281.2708428,-14.78740459,-179.5763804,359.7655106,0.02342833488,0.8946265949,3.552713679e-15
0.0061,6.1,-100,100,-99.52035741,99.91004037,-285.0581581,-13.67654971,-285.0581581,-13.67654971,-180.0330075,359.936711,0.1041253913,0.9746700036,6.610816451e-14
0.0062,6.2,-100,100,-99.81245496,99.99202386,-284.531622,-14.46299775,-284.531622,-14.46299775,-180.2115533,359.9518902,0.223137369,1,2.73541636
0.0063,6.3,-100,100,-99.96707268,100.0146234,-284.1148412,-14.77773691,-281.3944098,-14.49180804,-179.6060006,359.8630538,0.140632911,0.9933947064,6.204547701e-14
0.0064,6.4,-100,100,-99.47529875,99.94374232,-285.4107864,-13.81759909,-285.4107864,-13.81759909,-180.1055243,359.9701166,0.04673728079,0.9271745773,5.687116766e-14
