-0.999956 0.999999 -0.812600
-0.999957 0.999999 -0.812600
-0.999958 0.999999 -0.812600
-0.999959 0.999999 -0.812600
-0.999960 0.999999 -0.812600
-0.999960 0.999999 -0.812600
-0.999961 0.999999 -0.812600
-0.999962 0.999999 -0.812600
-0.999963 0.999999 -0.812600
-0.999964 0.999999 -0.812600
-0.999965 1.000000 -0.812600
-0.999966 1.000000 -0.812600
-0.999967 1.000000 -0.812600
-0.999967 1.000000 -0.812600
-0.999968 1.000000 -0.812600
-0.999969 1.000000 -0.812600
-0.999970 1.000000 -0.812600
-0.999971 1.000000 -0.812600
-0.999972 1.000000 -0.812600
-0.999973 1.000000 -0.812600
-0.999974 1.000000 -0.812600
-0.999974 1.000000 -0.812600
-0.999975 1.000000 -0.812600
-0.999976 1.000000 -0.812600
-0.999977 1.000000 -0.812600
-0.999978 1.000000 -0.812600
-0.999979 1.000000 -0.812600
-0.999980 1.000000 -0.812600
-0.999981 1.000000 -0.812600
-0.999982 1.000000 -0.812600
-0.999982 1.000000 -0.812600
-0.999983 1.000000 -0.812600
-0.999984 1.000000 -0.812600
-0.999985 1.000000 -0.812600
-0.999986 1.000000 -0.812600
-0.999987 1.000000 -0.812600
-0.999988 1.000000 -0.812600
-0.999989 1.000000 -0.812600
-0.999989 1.000000 -0.812600
-0.999990 1.000000 -0.812600
-0.999991 1.000000 -0.812600
-0.999992 1.000000 -0.812600
-0.999993 1.000000 -0.812600
-0.999994 1.000000 -0.812600
-0.999995 1.000000 -0.812600
-0.999996 1.000000 -0.812600
-0.999996 1.000000 -0.812600
-0.999997 1.000000 -0.812600
-0.999998 1.000000 -0.812600
-0.999999 1.000000 -0.812600
-1.000000 1.000000 -0.812600
-0.997295 0.966970 -0.785156
-0.996231 0.966936 -0.785156
-0.995167 0.966903 -0.785156
-0.994103 0.966871 -0.785156
-0.993039 0.966839 -0.785156
-0.991975 0.966808 -0.785156
-0.990911 0.966778 -0.785156
-0.989847 0.966748 -0.785156
-0.988783 0.966719 -0.785156
-0.987719 0.966690 -0.785156
-0.986655 0.966662 -0.785156
-0.985591 0.966634 -0.785156
-0.984527 0.966608 -0.785156
-0.983463 0.966581 -0.785156
-0.982399 0.966556 -0.785156
-0.981335 0.966531 -0.785156
-0.980271 0.966506 -0.785156
-0.979207 0.966483 -0.785156
-0.978143 0.966459 -0.785156
-0.977079 0.966437 -0.785156
-0.976015 0.966415 -0.785156
-0.974951 0.966393 -0.785156
-0.973887 0.966373 -0.785156
-0.972823 0.966353 -0.785156
-0.971759 0.966333 -0.785156
-0.970695 0.966314 -0.785156
-0.969631 0.966296 -0.785156
-0.968567 0.966278 -0.785156
